date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-07-09 05:16:10,patryn94,CECheeseESQ,1,0,3,"Goid job Cheese",,,,1281094775836270592,https://twitter.com/patryn94/status/1281094775836270592
2020-07-09 05:14:50,apuIun,reiuyx,0,0,0,"おけ",,,,1281094436953313280,https://twitter.com/apuIun/status/1281094436953313280
2020-07-09 05:14:20,apuIun,reiuyx,1,0,0,"どの垢でやってるの？",,,,1281094314819416064,https://twitter.com/apuIun/status/1281094314819416064
2020-07-09 05:13:31,pooja_sam,lostsoul_apu,0,0,0,"Celebrities don't u have heart . . Sanjay Dutt is a criminal , you guys supporting that man . . What about innocent man like sushant . Dont u have humanity shame on you bollywood Yeah now it's clear that u people only stands for criminals ,dts wat u r doing nw #SCOrderCBIForSSRpic.twitter.com/ych74wECVs",,,#SCOrderCBIForSSRpic,1281094107381686273,https://twitter.com/pooja_sam/status/1281094107381686273
2020-07-09 05:12:43,apu00276,,0,0,0,"“Life is pain, highness. Anyone who says differently is selling something.” - WilliamGoldman",,,,1281093908303208448,https://twitter.com/apu00276/status/1281093908303208448
2020-07-09 05:11:56,dmauri32,,0,0,1,"https://twitter.com/_zayy1996/status/1281000430676217861 …pic.twitter.com/ashQkKXLMO",,,,1281093708285239296,https://twitter.com/dmauri32/status/1281093708285239296
2020-07-09 05:10:44,apu00276,,0,0,0,"He has the right to criticize, who has the heart to help. - Abraham Lincoln",,,,1281093407503380481,https://twitter.com/apu00276/status/1281093407503380481
2020-07-09 05:09:47,apuwangyyy,craveries,0,1,2,"salted egg sa Frankie's NYBW ang the best flavor for chicken wings.https://twitter.com/craveries/status/1281052134268530689 …",,,,1281093166225973249,https://twitter.com/apuwangyyy/status/1281093166225973249
2020-07-09 05:08:51,patryn94,QckDaddyCoze,1,1,4,"Big F for sure. Come back soon pidgey fren.pic.twitter.com/Kvp11v8ERa",,,,1281092932141854720,https://twitter.com/patryn94/status/1281092932141854720
2020-07-09 05:08:17,apu00276,,0,0,0,"“Which of us is happy in this world? Which of us has his desire? or, having it, is satisfied?” - WilliamThackeray (VanityFair)",,,,1281092790030495747,https://twitter.com/apu00276/status/1281092790030495747
2020-07-09 05:07:48,WhatDoWeCallit,,0,6,5,"Ep:241 I Hear Voices https://youtu.be/JGxYV8Y5wkE #JennySlate #BigMouth #MikeHenry #ClevelandBrown #HankAzaria #Apu #VoiceActing #PodernFamily",,,#JennySlate #BigMouth #MikeHenry #ClevelandBrown #HankAzaria #Apu #VoiceActing #PodernFamily,1281092668886528001,https://twitter.com/WhatDoWeCallit/status/1281092668886528001
2020-07-09 05:07:45,apuwangyyy,albertraqueno,0,0,0,"Tinapon ni mama yung limang gallon kong ganito skskskskskhttps://twitter.com/albertraqueno/status/1280885142941130752 …",,,,1281092655544295424,https://twitter.com/apuwangyyy/status/1281092655544295424
2020-07-09 05:07:25,apu00276,,0,0,0,"Keep your behavior positive because your behavior become your habits. - Mahatma Gandhi",,,,1281092570689400832,https://twitter.com/apu00276/status/1281092570689400832
2020-07-09 05:07:13,BigApu81,LillyTellez,0,0,0,"Antes de dar un consejo o compartir alguna reflexión, tome su parte y aplíquela en su MISERABLE VIDA. Usted cambió la verdad por la mentira.",,,,1281092522111090690,https://twitter.com/BigApu81/status/1281092522111090690
2020-07-09 05:06:57,apu_apricot,,0,0,2,"ウー",,,,1281092454603583494,https://twitter.com/apu_apricot/status/1281092454603583494
2020-07-09 05:05:44,apuIun,reiuyx,0,0,0,"うん、授業終わったら行く〜",,,,1281092149925171200,https://twitter.com/apuIun/status/1281092149925171200
2020-07-09 05:05:13,bighit_joonie,d2aegu,1,0,0,"lami apu, you need to get fucked soon",,,,1281092019671175171,https://twitter.com/bighit_joonie/status/1281092019671175171
2020-07-09 05:04:54,cats_apu,,0,0,0,"急に増えたな",,,,1281091938720989185,https://twitter.com/cats_apu/status/1281091938720989185
2020-07-09 05:04:24,patryn94,CheezhedFren,0,0,7,"Sorta. Chud very gracefully enhanced the original giben to me by @onewalleee",,@onewalleee,,1281091811377737728,https://twitter.com/patryn94/status/1281091811377737728
2020-07-09 05:01:57,patryn94,FrenMongo,0,0,5,"Haha. No is long story and I have many.pic.twitter.com/56sBRzsBQ4",,,,1281091198694723584,https://twitter.com/patryn94/status/1281091198694723584
2020-07-09 05:00:54,apuIun,reiuyx,1,0,0,"後で空きあったらいくわー",,,,1281090931836379141,https://twitter.com/apuIun/status/1281090931836379141
2020-07-09 05:00:39,iHirn3GrDEY5apu,Bateleu1,0,0,1,"マジすか、、、( ・∇・) 気をつけます",,,,1281090868238102528,https://twitter.com/iHirn3GrDEY5apu/status/1281090868238102528
2020-07-09 05:00:27,mikushan_bot,,0,0,0,"人々のお酒を我が嫁に！降臨せよ、萃夢想Sakepac Apu！",,,,1281090821014433793,https://twitter.com/mikushan_bot/status/1281090821014433793
2020-07-09 04:59:59,fuckthefocus,MR_KLABUNDE,0,0,0,"Like Apu and Cleveland?",,,,1281090700042334209,https://twitter.com/fuckthefocus/status/1281090700042334209
2020-07-09 04:59:22,patryn94,BigDave_Rules,0,0,2,"HOO HAAA",,,,1281090547633946624,https://twitter.com/patryn94/status/1281090547633946624
2020-07-09 04:59:05,TARAK_225,Nikki_Keerthy,1,4,0,"Ma selli edit thopu dhammunte Apu #17YearsForIHSimhadri",,,#17YearsForIHSimhadri,1281090475806437378,https://twitter.com/TARAK_225/status/1281090475806437378
2020-07-09 04:58:28,kiryukyosuke_en,,0,0,0,"Ｃｃａｐａｃ Ａｐｕ",,,,1281090319992250368,https://twitter.com/kiryukyosuke_en/status/1281090319992250368
2020-07-09 04:58:18,FxbianEfeks,DznZerraq,0,0,1,"Comprate una apu y te ahorras la grafica y ya xd",,,,1281090276933742592,https://twitter.com/FxbianEfeks/status/1281090276933742592
2020-07-09 04:58:11,patryn94,stabcyy,0,0,2,"That's why its happening. That's why everyone does it! We care.",,,,1281090247187501057,https://twitter.com/patryn94/status/1281090247187501057
2020-07-09 04:58:07,apu00276,,0,0,0,"pic.twitter.com/TFPTUqb5kh",,,,1281090230456442880,https://twitter.com/apu00276/status/1281090230456442880
2020-07-09 04:56:33,Saru97515164,apu_apu12,0,0,0,"Whose post is this?",,,,1281089838725226496,https://twitter.com/Saru97515164/status/1281089838725226496
2020-07-09 04:56:01,Tc5yY5ApuFrMx7Y,bekasbhna,0,2,2,"الاستماع الجيد أثناء التواصل يعطي الشعور بالحب والتقدير، وخاصة لدى الأطفال، حيث يحملون مشاعرهم أثناء حديثهم مما يجعل الوالدين أقرب لفهم تفكير أطفالهم.",,,,1281089702439747585,https://twitter.com/Tc5yY5ApuFrMx7Y/status/1281089702439747585
2020-07-09 04:55:50,patryn94,,5,3,37,"My first #GroyperSeason was late 2018. I had just found this part of twiddur. It was absolutely amazing. I met a whole lot of new frens and it led me down a path that landed me where I am on this platform. This is why I celebrate the season. That and its always cool af.pic.twitter.com/I0uY8PryGh",,,#GroyperSeason,1281089656298205184,https://twitter.com/patryn94/status/1281089656298205184
2020-07-09 04:54:53,Shar3115,souriree_x,0,0,1,"HEARTBROKEN DEVASTATED ALWAYS IN TEARS CANT SLEEP HIS FACE ALWAYS IN FRONT OF EYES",,,,1281089419588456448,https://twitter.com/Shar3115/status/1281089419588456448
2020-07-09 04:54:43,apu_suke,raa_fami,1,0,1,"背中と腰交換しよ？",,,,1281089377968353281,https://twitter.com/apu_suke/status/1281089377968353281
2020-07-09 04:54:42,apu_bhatt,JioCare,1,0,0,"Jio Number 9930934815, Alternate num 9820034815. Address:- Flat no 9, plot no 194, Shripad CHS, Ajay Ahuja Marg, Garodia Nagar, Ghatkopar (East) Mumbai-400077. Issue of weak network in my locality kindly resolve it ASAP. Tried everything but not working",,,,1281089370485735424,https://twitter.com/apu_bhatt/status/1281089370485735424
2020-07-09 04:53:05,sharrylie,Wessam85481971,1,0,4,"@goofycharlie Maliha apu dekho tumi 1st theke 5 no. And ami last theke 5 no. #sistersgoal",,@goofycharlie,#sistersgoal,1281088964045099009,https://twitter.com/sharrylie/status/1281088964045099009
2020-07-09 04:52:51,bamabellie,mista_tommy,1,0,4,"I'm gonna be one on other account 1st to see if it's right for me @dixiebellie I even have ""Apu theme"" chosen and 2 frens helping me with new profile pic!!!! It's a secret rn hehe I excited to see it!",,@dixiebellie,,1281088908000923648,https://twitter.com/bamabellie/status/1281088908000923648
